customer_id,customer_name,gender,age,city,state,customer_segment,registration_date
10928,Customer_00928,Female,37,Jaipur,Rajasthan,Regular,2023-07-14
10929,Customer_00929,Male,52,Jaipur,Rajasthan,Regular,2025-12-30
10930,Customer_00930,Male,53,Kolkata,West Bengal,High Value,2023-11-04
10931,Customer_00931,Male,59,Udaipur,Rajasthan,High Value,2023-03-17
10932,Customer_00932,Female,53,Delhi,Delhi,VIP,2025-02-25
10933,Customer_00933,Female,26,Ahmedabad,Gujarat,Low Value,2025-03-05
10934,Customer_00934,Male,39,Nagpur,Maharashtra,Regular,2023-08-18
10935,Customer_00935,Male,18,Kolkata,West Bengal,High Value,2023-03-26
10936,Customer_00936,Female,22,Nashik,Maharashtra,VIP,2024-02-01
10937,Customer_00937,Male,26,Lucknow,Uttar Pradesh,Regular,2023-08-03
10938,Customer_00938,Female,54,Thane,Maharashtra,Regular,2025-10-21
10939,Customer_00939,Female,55,Nashik,Maharashtra,Regular,2024-01-12
10940,Customer_00940,Female,36,Kolkata,West Bengal,Low Value,2024-02-16
10941,Customer_00941,Male,25,Mysuru,Karnataka,Regular,2025-03-10
10942,Customer_00942,Female,59,Hyderabad,Telangana,High Value,2024-02-14
10943,Customer_00943,Female,60,Udaipur,Rajasthan,Regular,2023-08-04
10944,Customer_00944,Female,49,Jaipur,Rajasthan,Low Value,2025-01-21
10945,Customer_00945,Male,30,New Delhi,Delhi,Regular,2023-12-15
10946,Customer_00946,Male,37,Siliguri,West Bengal,Regular,2025-04-10
10947,Customer_00947,Male,53,Delhi,Delhi,Regular,2024-10-15
10948,Customer_00948,Female,60,Ahmedabad,Gujarat,Regular,2025-10-18
10949,Customer_00949,Female,61,Surat,Gujarat,Regular,2025-11-30
10950,Customer_00950,Male,54,New Delhi,Delhi,Low Value,2023-01-03
10951,Customer_00951,Male,47,Kolkata,West Bengal,Regular,2025-12-18
10952,Customer_00952,Male,27,New Delhi,Delhi,Regular,2025-01-09
10953,Customer_00953,Female,48,Jodhpur,Rajasthan,High Value,2024-02-11
10954,Customer_00954,Female,42,Kozhikode,Kerala,High Value,2023-01-18
10955,Customer_00955,Male,46,Coimbatore,Tamil Nadu,Regular,2025-01-20
10956,Customer_00956,Male,41,Mumbai,Maharashtra,High Value,2024-08-08
10957,Customer_00957,Male,56,Coimbatore,Tamil Nadu,Regular,2025-06-06
10958,Customer_00958,Female,38,Kolkata,West Bengal,Regular,2023-11-28
10959,Customer_00959,Female,58,Madurai,Tamil Nadu,Regular,2025-10-09
10960,Customer_00960,Female,26,Vadodara,Gujarat,Low Value,2023-06-18
10961,Customer_00961,Male,59,Lucknow,Uttar Pradesh,Regular,2025-02-14
10962,Customer_00962,Female,59,Thane,Maharashtra,High Value,2025-04-28
10963,Customer_00963,Male,19,Warangal,Telangana,Regular,2025-07-29
10964,Customer_00964,Female,21,Kolkata,West Bengal,Low Value,2023-07-25
10965,Customer_00965,Male,25,Nashik,Maharashtra,Regular,2024-06-04
10966,Customer_00966,Female,49,Chennai,Tamil Nadu,VIP,2025-10-14
10967,Customer_00967,Female,31,Ahmedabad,Gujarat,VIP,2023-10-31
10968,Customer_00968,Female,30,Mysuru,Karnataka,Regular,2023-04-25
10969,Customer_00969,Female,38,Kochi,Kerala,High Value,2024-10-25
10970,Customer_00970,Male,41,Warangal,Telangana,Low Value,2023-03-28
10971,Customer_00971,Male,35,Kozhikode,Kerala,Low Value,2025-01-12
10972,Customer_00972,Female,62,Pune,Maharashtra,Regular,2024-03-03
10973,Customer_00973,Male,57,Surat,Gujarat,Regular,2024-03-25
10974,Customer_00974,Male,43,Vadodara,Gujarat,High Value,2025-02-24
10975,Customer_00975,Male,49,Madurai,Tamil Nadu,Low Value,2024-12-15
10976,Customer_00976,Female,61,Jodhpur,Rajasthan,Regular,2023-01-02
10977,Customer_00977,Male,50,Chennai,Tamil Nadu,Regular,2025-01-12
10978,Customer_00978,Male,48,Jodhpur,Rajasthan,Regular,2023-04-20
10979,Customer_00979,Male,35,Jaipur,Rajasthan,Regular,2024-11-09
10980,Customer_00980,Male,52,Warangal,Telangana,Regular,2024-01-06
10981,Customer_00981,Female,29,Coimbatore,Tamil Nadu,Regular,2025-06-08
10982,Customer_00982,Other,42,Mangaluru,Karnataka,Regular,2024-08-21
10983,Customer_00983,Female,62,New Delhi,Delhi,Regular,2025-11-11
10984,Customer_00984,Male,48,New Delhi,Delhi,Regular,2024-12-22
10985,Customer_00985,Female,27,Madurai,Tamil Nadu,High Value,2023-11-01
10986,Customer_00986,Female,64,Chennai,Tamil Nadu,Regular,2025-07-12
10987,Customer_00987,Male,51,Kozhikode,Kerala,Regular,2025-04-15
10988,Customer_00988,Female,20,Warangal,Telangana,Regular,2024-03-21
10989,Customer_00989,Female,63,Madurai,Tamil Nadu,Low Value,2025-07-20
10990,Customer_00990,Female,56,Kochi,Kerala,VIP,2023-10-05
10991,Customer_00991,Female,25,Jaipur,Rajasthan,High Value,2024-01-12
10992,Customer_00992,Male,49,Surat,Gujarat,High Value,2023-08-20
10993,Customer_00993,Male,60,Ahmedabad,Gujarat,Regular,2024-08-14
10994,Customer_00994,Female,46,Jaipur,Rajasthan,Regular,2024-03-01
10995,Customer_00995,Male,39,Siliguri,West Bengal,Regular,2025-12-14
10996,Customer_00996,Male,37,Kozhikode,Kerala,High Value,2024-03-16
10997,Customer_00997,Female,23,Thiruvananthapuram,Kerala,Regular,2023-02-03
10998,Customer_00998,Female,60,Jodhpur,Rajasthan,Low Value,2023-11-25
10999,Customer_00999,Male,46,Mysuru,Karnataka,Low Value,2025-04-24
11000,Customer_01000,Female,59,Kanpur,Uttar Pradesh,Low Value,2024-03-29
11001,Customer_01001,Female,34,Pune,Maharashtra,Regular,2025-02-02
11002,Customer_01002,Female,48,Jodhpur,Rajasthan,Low Value,2024-06-06
11003,Customer_01003,Male,51,Coimbatore,Tamil Nadu,High Value,2024-04-26
11004,Customer_01004,Male,55,Madurai,Tamil Nadu,High Value,2023-11-13
11005,Customer_01005,Male,54,Warangal,Telangana,VIP,2023-05-02
11006,Customer_01006,Male,21,Jaipur,Rajasthan,Regular,2024-08-03
11007,Customer_01007,Male,19,Hyderabad,Telangana,Low Value,2024-05-01
11008,Customer_01008,Male,29,Udaipur,Rajasthan,High Value,2025-11-01
11009,Customer_01009,Male,52,Kozhikode,Kerala,Regular,2023-05-05
11010,Customer_01010,Female,23,Nashik,Maharashtra,Regular,2024-10-20
11011,Customer_01011,Male,63,Kozhikode,Kerala,Low Value,2024-08-02
11012,Customer_01012,Female,25,Noida,Uttar Pradesh,Regular,2024-12-18
11013,Customer_01013,Female,38,Vadodara,Gujarat,Low Value,2025-02-08
11014,Customer_01014,Male,63,Delhi,Delhi,Regular,2025-06-22
11015,Customer_01015,Female,52,Jaipur,Rajasthan,Regular,2024-02-10
11016,Customer_01016,Female,65,Agra,Uttar Pradesh,Regular,2023-10-04
11017,Customer_01017,Male,32,Vadodara,Gujarat,Regular,2025-07-13
11018,Customer_01018,Female,24,Kolkata,West Bengal,VIP,2025-05-03
11019,Customer_01019,Male,32,Nashik,Maharashtra,Regular,2024-05-21
11020,Customer_01020,Female,62,Hyderabad,Telangana,Regular,2023-08-25
11021,Customer_01021,Male,23,Hyderabad,Telangana,Regular,2025-09-20
11022,Customer_01022,Female,64,Kozhikode,Kerala,Regular,2025-01-21
11023,Customer_01023,Male,34,Coimbatore,Tamil Nadu,Regular,2024-05-20
11024,Customer_01024,Female,21,Ahmedabad,Gujarat,Regular,2023-06-14
11025,Customer_01025,Male,39,Kolkata,West Bengal,VIP,2025-04-25
11026,Customer_01026,Female,49,Noida,Uttar Pradesh,Regular,2024-12-28
11027,Customer_01027,Female,39,Nashik,Maharashtra,High Value,2024-01-11
11028,Customer_01028,Male,44,Vadodara,Gujarat,High Value,2025-11-01
11029,Customer_01029,Female,63,Siliguri,West Bengal,Regular,2023-03-24
11030,Customer_01030,Male,32,New Delhi,Delhi,VIP,2024-03-06
11031,Customer_01031,Female,61,Jaipur,Rajasthan,Low Value,2024-04-22
11032,Customer_01032,Female,39,Hyderabad,Telangana,Regular,2025-02-21
11033,Customer_01033,Female,45,Agra,Uttar Pradesh,Low Value,2024-01-04
11034,Customer_01034,Female,59,Hyderabad,Telangana,VIP,2025-08-12
11035,Customer_01035,Male,55,Noida,Uttar Pradesh,Regular,2023-05-21
11036,Customer_01036,Male,26,Kozhikode,Kerala,Regular,2024-12-20
11037,Customer_01037,Male,51,Coimbatore,Tamil Nadu,Low Value,2025-10-12
11038,Customer_01038,Female,53,Agra,Uttar Pradesh,Regular,2023-10-15
11039,Customer_01039,Male,26,Warangal,Telangana,Regular,2023-12-21
11040,Customer_01040,Female,32,Kozhikode,Kerala,Low Value,2023-12-09
11041,Customer_01041,Female,62,Noida,Uttar Pradesh,Regular,2023-05-29
11042,Customer_01042,Male,37,New Delhi,Delhi,VIP,2023-07-29
11043,Customer_01043,Female,25,Madurai,Tamil Nadu,Regular,2024-10-15
11044,Customer_01044,Male,45,Lucknow,Uttar Pradesh,Regular,2025-09-02
11045,Customer_01045,Male,36,Kochi,Kerala,Regular,2024-06-19
11046,Customer_01046,Female,33,Vadodara,Gujarat,Regular,2025-12-08
11047,Customer_01047,Male,28,Mangaluru,Karnataka,VIP,2023-11-27
11048,Customer_01048,Male,59,Siliguri,West Bengal,Regular,2023-12-31
11049,Customer_01049,Female,25,Mysuru,Karnataka,Regular,2023-01-11
11050,Customer_01050,Male,50,Hubballi,Karnataka,Regular,2024-05-23
11051,Customer_01051,Female,27,Mumbai,Maharashtra,Regular,2024-08-02
11052,Customer_01052,Female,35,Delhi,Delhi,High Value,2024-09-13
11053,Customer_01053,Male,52,Surat,Gujarat,High Value,2025-06-19
11054,Customer_01054,Male,60,Jodhpur,Rajasthan,High Value,2024-12-18
11055,Customer_01055,Female,20,Noida,Uttar Pradesh,Regular,2025-11-21
11056,Customer_01056,Male,57,Kolkata,West Bengal,Regular,2023-11-23
11057,Customer_01057,Male,44,Coimbatore,Tamil Nadu,Low Value,2023-03-15
11058,Customer_01058,Female,45,Ahmedabad,Gujarat,VIP,2023-09-08
11059,Customer_01059,Male,63,Hyderabad,Telangana,Regular,2024-03-25
11060,Customer_01060,Female,23,Jaipur,Rajasthan,Regular,2025-06-24
11061,Customer_01061,Male,64,Nagpur,Maharashtra,Regular,2023-12-21
11062,Customer_01062,Male,31,Pune,Maharashtra,Low Value,2024-06-16
11063,Customer_01063,Male,24,Vadodara,Gujarat,High Value,2023-10-23
11064,Customer_01064,Female,27,Kozhikode,Kerala,VIP,2023-10-25
11065,Customer_01065,Female,32,Mysuru,Karnataka,Regular,2023-10-29
11066,Customer_01066,Female,48,Warangal,Telangana,Regular,2024-05-26
11067,Customer_01067,Male,46,Nashik,Maharashtra,VIP,2024-08-07
11068,Customer_01068,Male,59,Kolkata,West Bengal,Regular,2024-01-09
11069,Customer_01069,Male,34,Nagpur,Maharashtra,Regular,2023-05-12
11070,Customer_01070,Male,46,Coimbatore,Tamil Nadu,Regular,2025-06-28
11071,Customer_01071,Female,61,Lucknow,Uttar Pradesh,High Value,2023-02-22
11072,Customer_01072,Female,32,Nagpur,Maharashtra,Regular,2023-08-17
11073,Customer_01073,Male,43,Coimbatore,Tamil Nadu,Regular,2024-10-01
11074,Customer_01074,Female,29,Ahmedabad,Gujarat,Regular,2025-03-07
11075,Customer_01075,Male,42,Surat,Gujarat,Low Value,2025-03-01
11076,Customer_01076,Female,58,Jodhpur,Rajasthan,VIP,2024-05-09
11077,Customer_01077,Male,22,Nagpur,Maharashtra,Low Value,2025-05-02
11078,Customer_01078,Male,21,Siliguri,West Bengal,Regular,2024-11-01
11079,Customer_01079,Male,61,Nagpur,Maharashtra,Regular,2025-12-30
11080,Customer_01080,Male,65,Siliguri,West Bengal,Regular,2023-07-08
11081,Customer_01081,Female,58,Delhi,Delhi,Regular,2024-10-24
11082,Customer_01082,Male,48,Udaipur,Rajasthan,Low Value,2023-01-08
11083,Customer_01083,Male,20,New Delhi,Delhi,Low Value,2023-11-28
11084,Customer_01084,Female,20,Mumbai,Maharashtra,High Value,2025-11-05
11085,Customer_01085,Female,43,Jaipur,Rajasthan,High Value,2024-10-27
11086,Customer_01086,Female,34,New Delhi,Delhi,Regular,2024-10-30
11087,Customer_01087,Male,27,Bengaluru,Karnataka,Low Value,2023-06-10
11088,Customer_01088,Female,19,Nashik,Maharashtra,Regular,2023-12-17
11089,Customer_01089,Female,41,New Delhi,Delhi,Regular,2023-11-13
11090,Customer_01090,Male,28,Mangaluru,Karnataka,Regular,2025-07-25
11091,Customer_01091,Male,41,Mangaluru,Karnataka,Regular,2023-01-18
11092,Customer_01092,Male,52,Surat,Gujarat,Regular,2024-04-30
11093,Customer_01093,Male,40,Thane,Maharashtra,Regular,2024-01-02
11094,Customer_01094,Male,49,Hubballi,Karnataka,Low Value,2023-12-17
11095,Customer_01095,Male,40,Vadodara,Gujarat,Regular,2024-06-11
11096,Customer_01096,Female,51,New Delhi,Delhi,Regular,2025-05-21
11097,Customer_01097,Female,58,Chennai,Tamil Nadu,Regular,2025-07-21
11098,Customer_01098,Female,36,Nagpur,Maharashtra,Regular,2023-09-27
11099,Customer_01099,Female,19,Udaipur,Rajasthan,Regular,2025-05-20
11100,Customer_01100,Male,19,Kolkata,West Bengal,High Value,2025-12-27
11101,Customer_01101,Female,32,Siliguri,West Bengal,Regular,2025-11-19
11102,Customer_01102,Female,38,New Delhi,Delhi,Regular,2023-11-12
11103,Customer_01103,Male,52,Kochi,Kerala,Regular,2025-01-06
11104,Customer_01104,Female,22,Kozhikode,Kerala,Regular,2023-06-13
11105,Customer_01105,Female,60,New Delhi,Delhi,Regular,2025-07-14
11106,Customer_01106,Female,44,Mysuru,Karnataka,Regular,2023-11-16
11107,Customer_01107,Female,41,Thane,Maharashtra,Regular,2025-11-03
11108,Customer_01108,Male,24,Kolkata,West Bengal,Regular,2023-10-06
11109,Customer_01109,Male,23,Siliguri,West Bengal,Regular,2024-03-07
11110,Customer_01110,Male,63,Mangaluru,Karnataka,Low Value,2024-10-29
11111,Customer_01111,Female,50,Siliguri,West Bengal,Regular,2024-09-25
11112,Customer_01112,Female,34,Jaipur,Rajasthan,Regular,2024-06-05
11113,Customer_01113,Other,63,Mumbai,Maharashtra,Regular,2025-08-21
11114,Customer_01114,Male,59,Kanpur,Uttar Pradesh,Regular,2023-12-24
11115,Customer_01115,Male,47,Kolkata,West Bengal,Regular,2025-11-02
11116,Customer_01116,Female,25,New Delhi,Delhi,Regular,2024-12-25
11117,Customer_01117,Female,57,Jodhpur,Rajasthan,Regular,2024-11-03
11118,Customer_01118,Male,63,Siliguri,West Bengal,Regular,2023-08-20
11119,Customer_01119,Female,24,Jaipur,Rajasthan,Regular,2024-04-15
11120,Customer_01120,Female,23,Vadodara,Gujarat,High Value,2024-09-30
11121,Customer_01121,Female,21,Agra,Uttar Pradesh,Regular,2024-07-13
11122,Customer_01122,Female,18,Hyderabad,Telangana,High Value,2024-07-26
11123,Customer_01123,Male,32,Delhi,Delhi,Low Value,2024-08-24
11124,Customer_01124,Female,48,New Delhi,Delhi,Low Value,2023-09-12
11125,Customer_01125,Female,42,Nashik,Maharashtra,Low Value,2024-08-24
11126,Customer_01126,Male,64,Udaipur,Rajasthan,Low Value,2023-10-07
11127,Customer_01127,Male,50,Mangaluru,Karnataka,Regular,2023-04-27
11128,Customer_01128,Female,52,Delhi,Delhi,Low Value,2024-09-01
11129,Customer_01129,Male,22,Jaipur,Rajasthan,High Value,2025-05-01
11130,Customer_01130,Male,22,Jaipur,Rajasthan,VIP,2023-10-25
11131,Customer_01131,Female,53,Madurai,Tamil Nadu,Regular,2025-07-04
11132,Customer_01132,Male,34,Madurai,Tamil Nadu,VIP,2024-06-01
11133,Customer_01133,Female,31,Hyderabad,Telangana,Low Value,2024-01-13
11134,Customer_01134,Male,46,Vadodara,Gujarat,Regular,2024-03-01
11135,Customer_01135,Female,25,Warangal,Telangana,Regular,2024-06-20
11136,Customer_01136,Male,51,Siliguri,West Bengal,High Value,2024-07-06
11137,Customer_01137,Male,57,Mysuru,Karnataka,Regular,2023-06-18
11138,Customer_01138,Male,18,Siliguri,West Bengal,VIP,2024-05-29
11139,Customer_01139,Female,46,Thiruvananthapuram,Kerala,Low Value,2024-03-05
11140,Customer_01140,Female,53,Kolkata,West Bengal,High Value,2024-07-22
11141,Customer_01141,Male,54,Nagpur,Maharashtra,Regular,2023-03-24
11142,Customer_01142,Female,46,Kolkata,West Bengal,High Value,2023-11-26
11143,Customer_01143,Female,22,Warangal,Telangana,VIP,2024-11-21
11144,Customer_01144,Female,49,Delhi,Delhi,Regular,2024-04-01
11145,Customer_01145,Male,41,New Delhi,Delhi,High Value,2023-12-19
11146,Customer_01146,Female,36,Madurai,Tamil Nadu,Regular,2023-12-10
11147,Customer_01147,Male,29,Mangaluru,Karnataka,High Value,2025-01-31
11148,Customer_01148,Male,18,Mysuru,Karnataka,Regular,2023-07-17
11149,Customer_01149,Female,24,Thane,Maharashtra,Regular,2023-03-20
11150,Customer_01150,Female,34,Hyderabad,Telangana,Regular,2024-11-08
11151,Customer_01151,Male,51,Coimbatore,Tamil Nadu,Regular,2024-07-04
11152,Customer_01152,Male,60,Kochi,Kerala,Low Value,2025-03-30
11153,Customer_01153,Female,24,Hubballi,Karnataka,High Value,2023-08-02
11154,Customer_01154,Female,34,Delhi,Delhi,High Value,2024-10-30
11155,Customer_01155,Male,20,Siliguri,West Bengal,Regular,2025-09-15
11156,Customer_01156,Female,46,Siliguri,West Bengal,Regular,2025-06-12
11157,Customer_01157,Male,39,Chennai,Tamil Nadu,Regular,2023-06-08
11158,Customer_01158,Male,55,Hyderabad,Telangana,Regular,2025-01-08
11159,Customer_01159,Female,60,Hyderabad,Telangana,Regular,2024-07-10
11160,Customer_01160,Male,46,Surat,Gujarat,VIP,2023-07-20
11161,Customer_01161,Male,59,Noida,Uttar Pradesh,Regular,2023-01-22
11162,Customer_01162,Female,22,Mangaluru,Karnataka,Regular,2025-02-23
11163,Customer_01163,Female,47,Warangal,Telangana,Regular,2023-01-07
11164,Customer_01164,Male,40,Delhi,Delhi,Low Value,2025-03-14
11165,Customer_01165,Female,38,Chennai,Tamil Nadu,Regular,2025-02-06
11166,Customer_01166,Female,43,Kochi,Kerala,Low Value,2024-08-01
11167,Customer_01167,Male,64,Surat,Gujarat,Regular,2024-05-03
11168,Customer_01168,Female,38,Udaipur,Rajasthan,VIP,2025-07-14
11169,Customer_01169,Male,37,Thane,Maharashtra,High Value,2023-03-28
11170,Customer_01170,Male,40,Kozhikode,Kerala,Regular,2023-08-10
11171,Customer_01171,Female,21,Jodhpur,Rajasthan,Regular,2024-02-17
11172,Customer_01172,Female,38,Siliguri,West Bengal,High Value,2024-08-06
11173,Customer_01173,Male,38,Thane,Maharashtra,Regular,2023-07-21
11174,Customer_01174,Male,18,Bengaluru,Karnataka,Regular,2024-07-24
11175,Customer_01175,Male,32,Delhi,Delhi,High Value,2023-08-09
11176,Customer_01176,Male,34,Nagpur,Maharashtra,Regular,2023-06-06
11177,Customer_01177,Male,31,Noida,Uttar Pradesh,Low Value,2023-05-09
11178,Customer_01178,Male,36,Udaipur,Rajasthan,Regular,2025-05-26
11179,Customer_01179,Female,51,Bengaluru,Karnataka,Regular,2023-09-27
11180,Customer_01180,Male,23,Lucknow,Uttar Pradesh,Regular,2023-06-12
11181,Customer_01181,Male,62,Siliguri,West Bengal,Regular,2025-08-12
11182,Customer_01182,Female,23,Lucknow,Uttar Pradesh,High Value,2023-01-24
11183,Customer_01183,Female,22,Surat,Gujarat,Regular,2024-05-11
11184,Customer_01184,Male,24,Ahmedabad,Gujarat,Regular,2023-07-12
11185,Customer_01185,Male,50,Chennai,Tamil Nadu,Regular,2025-05-27
11186,Customer_01186,Female,30,Kochi,Kerala,High Value,2024-01-25
11187,Customer_01187,Male,18,Kochi,Kerala,High Value,2024-05-11
11188,Customer_01188,Male,30,Mysuru,Karnataka,Low Value,2025-08-21
11189,Customer_01189,Female,60,Kolkata,West Bengal,Regular,2025-03-16
11190,Customer_01190,Male,44,Hyderabad,Telangana,Regular,2023-05-09
11191,Customer_01191,Male,24,Surat,Gujarat,Regular,2025-10-17
11192,Customer_01192,Male,20,Mysuru,Karnataka,Low Value,2024-07-06
11193,Customer_01193,Male,42,Warangal,Telangana,Regular,2025-11-25
11194,Customer_01194,Male,50,Kochi,Kerala,Regular,2023-12-27
11195,Customer_01195,Other,57,Madurai,Tamil Nadu,Low Value,2025-02-03
11196,Customer_01196,Male,34,Lucknow,Uttar Pradesh,Regular,2023-10-14
11197,Customer_01197,Male,62,Surat,Gujarat,High Value,2025-02-06
11198,Customer_01198,Male,31,Mangaluru,Karnataka,High Value,2025-07-13
11199,Customer_01199,Female,54,Pune,Maharashtra,Regular,2024-01-04
11200,Customer_01200,Female,40,Warangal,Telangana,Low Value,2025-06-17
11201,Customer_01201,Male,41,Lucknow,Uttar Pradesh,Regular,2025-12-20
11202,Customer_01202,Female,46,Vadodara,Gujarat,Regular,2023-09-19
11203,Customer_01203,Male,55,Thiruvananthapuram,Kerala,Regular,2025-02-26
11204,Customer_01204,Male,44,Siliguri,West Bengal,Regular,2023-04-21
11205,Customer_01205,Male,55,Warangal,Telangana,Regular,2025-07-30
11206,Customer_01206,Male,57,Kochi,Kerala,High Value,2023-05-21
11207,Customer_01207,Male,62,Vadodara,Gujarat,Low Value,2025-01-14
11208,Customer_01208,Female,40,Hyderabad,Telangana,Regular,2024-06-18
11209,Customer_01209,Male,48,Lucknow,Uttar Pradesh,Regular,2023-03-20
11210,Customer_01210,Female,53,Ahmedabad,Gujarat,Regular,2025-11-20
11211,Customer_01211,Male,34,Jodhpur,Rajasthan,High Value,2024-05-23
11212,Customer_01212,Male,54,Bengaluru,Karnataka,Regular,2025-08-28
11213,Customer_01213,Male,20,Lucknow,Uttar Pradesh,Regular,2023-03-07
11214,Customer_01214,Female,53,Warangal,Telangana,Regular,2023-10-14
11215,Customer_01215,Male,22,Kolkata,West Bengal,Regular,2023-05-03
11216,Customer_01216,Female,63,Kochi,Kerala,Regular,2024-07-08
11217,Customer_01217,Male,32,Pune,Maharashtra,Low Value,2025-09-30
11218,Customer_01218,Male,23,Kochi,Kerala,VIP,2023-01-04
11219,Customer_01219,Male,27,Warangal,Telangana,Regular,2024-02-16
11220,Customer_01220,Male,49,Kochi,Kerala,Regular,2023-09-07
11221,Customer_01221,Male,40,Mangaluru,Karnataka,Regular,2024-03-28
11222,Customer_01222,Male,65,Surat,Gujarat,Regular,2023-06-07
11223,Customer_01223,Female,34,Pune,Maharashtra,Regular,2025-04-16
11224,Customer_01224,Male,63,New Delhi,Delhi,Low Value,2025-10-10
11225,Customer_01225,Female,37,Hyderabad,Telangana,VIP,2025-11-18
11226,Customer_01226,Male,61,Coimbatore,Tamil Nadu,Regular,2025-09-04
11227,Customer_01227,Female,58,New Delhi,Delhi,High Value,2023-12-01
11228,Customer_01228,Female,32,Thiruvananthapuram,Kerala,High Value,2023-06-02
11229,Customer_01229,Male,61,Hyderabad,Telangana,Regular,2025-01-18
11230,Customer_01230,Male,63,Udaipur,Rajasthan,High Value,2025-04-13
11231,Customer_01231,Female,39,Madurai,Tamil Nadu,Low Value,2025-03-18
11232,Customer_01232,Female,23,Mumbai,Maharashtra,Low Value,2025-01-27
11233,Customer_01233,Male,21,Kolkata,West Bengal,Regular,2025-11-21
11234,Customer_01234,Male,40,Jaipur,Rajasthan,Regular,2024-06-15
11235,Customer_01235,Female,61,New Delhi,Delhi,Regular,2023-02-22
11236,Customer_01236,Male,62,Ahmedabad,Gujarat,Low Value,2024-12-18
11237,Customer_01237,Female,36,Mysuru,Karnataka,Regular,2023-12-11
11238,Customer_01238,Male,62,Kolkata,West Bengal,VIP,2023-01-01
11239,Customer_01239,Male,48,Jodhpur,Rajasthan,Regular,2023-06-16
11240,Customer_01240,Female,61,Vadodara,Gujarat,Regular,2023-11-13
11241,Customer_01241,Female,20,Ahmedabad,Gujarat,Regular,2025-08-22
11242,Customer_01242,Male,45,Warangal,Telangana,Low Value,2025-06-16
11243,Customer_01243,Male,20,Udaipur,Rajasthan,Low Value,2023-09-30
11244,Customer_01244,Female,31,Mumbai,Maharashtra,Regular,2024-01-08
11245,Customer_01245,Female,35,Kozhikode,Kerala,Regular,2025-06-18
11246,Customer_01246,Male,44,Coimbatore,Tamil Nadu,Low Value,2023-07-20
11247,Customer_01247,Female,27,Coimbatore,Tamil Nadu,Regular,2023-05-20
11248,Customer_01248,Female,32,Delhi,Delhi,Regular,2023-11-02
11249,Customer_01249,Female,36,Delhi,Delhi,High Value,2025-12-20
11250,Customer_01250,Female,26,Madurai,Tamil Nadu,Low Value,2023-12-26
11251,Customer_01251,Male,21,Pune,Maharashtra,Regular,2023-11-03
11252,Customer_01252,Female,32,Mysuru,Karnataka,High Value,2023-11-29
11253,Customer_01253,Female,65,Agra,Uttar Pradesh,Low Value,2023-11-30
11254,Customer_01254,Male,25,Kochi,Kerala,Regular,2024-05-31
11255,Customer_01255,Male,18,Bengaluru,Karnataka,Low Value,2024-12-31
11256,Customer_01256,Male,24,Warangal,Telangana,VIP,2025-07-12
11257,Customer_01257,Female,48,Noida,Uttar Pradesh,Regular,2025-02-04
11258,Customer_01258,Male,35,Noida,Uttar Pradesh,Regular,2025-02-23
11259,Customer_01259,Female,29,Jaipur,Rajasthan,Regular,2023-01-21
11260,Customer_01260,Female,65,Mumbai,Maharashtra,Regular,2025-05-28
11261,Customer_01261,Female,47,Thane,Maharashtra,Low Value,2023-06-26
11262,Customer_01262,Female,50,Kanpur,Uttar Pradesh,Regular,2023-01-22
11263,Customer_01263,Female,64,Jodhpur,Rajasthan,Low Value,2025-04-16
11264,Customer_01264,Male,24,Kochi,Kerala,High Value,2025-08-17
11265,Customer_01265,Female,45,Noida,Uttar Pradesh,Regular,2024-07-01
11266,Customer_01266,Male,20,Kolkata,West Bengal,VIP,2023-09-07
11267,Customer_01267,Female,60,New Delhi,Delhi,Regular,2024-10-22
11268,Customer_01268,Male,23,Delhi,Delhi,Regular,2025-08-09
11269,Customer_01269,Other,48,Mangaluru,Karnataka,Low Value,2023-05-06
11270,Customer_01270,Female,55,Warangal,Telangana,Regular,2024-09-02
11271,Customer_01271,Female,32,New Delhi,Delhi,Regular,2025-10-06
11272,Customer_01272,Male,24,Surat,Gujarat,Regular,2023-02-13
11273,Customer_01273,Male,60,Mysuru,Karnataka,VIP,2024-07-01
11274,Customer_01274,Female,47,Delhi,Delhi,High Value,2024-03-10
11275,Customer_01275,Male,44,Warangal,Telangana,Regular,2025-11-19
11276,Customer_01276,Female,34,Nashik,Maharashtra,Regular,2025-03-04
11277,Customer_01277,Male,35,Nagpur,Maharashtra,Regular,2023-12-23
11278,Customer_01278,Female,39,Kozhikode,Kerala,Regular,2023-09-10
11279,Customer_01279,Male,43,Agra,Uttar Pradesh,Regular,2025-02-23
11280,Customer_01280,Female,44,Siliguri,West Bengal,Regular,2024-12-21
11281,Customer_01281,Female,57,Pune,Maharashtra,Low Value,2025-01-06
11282,Customer_01282,Male,41,Jodhpur,Rajasthan,High Value,2025-06-18
11283,Customer_01283,Male,25,Delhi,Delhi,Regular,2023-05-03
11284,Customer_01284,Male,38,Udaipur,Rajasthan,Regular,2024-11-15
11285,Customer_01285,Female,46,Warangal,Telangana,Low Value,2023-05-23
11286,Customer_01286,Female,60,Pune,Maharashtra,High Value,2025-09-29
11287,Customer_01287,Female,38,Kolkata,West Bengal,Regular,2025-07-26
11288,Customer_01288,Female,20,Warangal,Telangana,Regular,2024-05-25
11289,Customer_01289,Male,48,Surat,Gujarat,Regular,2023-02-26
