product_id,product_name,category,sub_category,brand,unit_cost,unit_price
20404,Product_0404,Home & Kitchen,Decor,Pulse,28270.14,35567.41
20405,Product_0405,Sports,Fitness,Vertex,28570.79,37717.63
20406,Product_0406,Sports,Fitness,UrbanX,19835.12,22100.97
20407,Product_0407,Electronics,Mobile,Vertex,369.12,432.72
20408,Product_0408,Fashion,Men Clothing,UrbanX,10898.14,14708.61
20409,Product_0409,Beauty,Personal Care,Orbit,15491.62,21046.87
20410,Product_0410,Beauty,Personal Care,Zenith,15075.56,18269.85
20411,Product_0411,Electronics,Accessories,UrbanX,18179.55,22041.95
20412,Product_0412,Beauty,Skincare,Orbit,28824.43,38252.01
20413,Product_0413,Electronics,Laptop,Zenith,26578.74,31589.39
20414,Product_0414,Beauty,Makeup,Prime,3445.46,3911.04
20415,Product_0415,Beauty,Makeup,Vertex,8126.22,9566.68
20416,Product_0416,Sports,Team Sports,Aster,25026.66,30437.51
20417,Product_0417,Electronics,Laptop,Pulse,24764.35,27628.63
20418,Product_0418,Beauty,Personal Care,Nova,8406.05,10453.8
20419,Product_0419,Fashion,Footwear,Pulse,21971.52,29046.4
20420,Product_0420,Electronics,Audio,Aster,20226.71,25366.79
20421,Product_0421,Electronics,Accessories,Vertex,14311.01,16050.78
20422,Product_0422,Electronics,Audio,Aster,6203.36,7642.82
20423,Product_0423,Sports,Sportswear,Vertex,26681.57,35024.13
20424,Product_0424,Electronics,Audio,Pulse,20399.97,22795.52
20425,Product_0425,Sports,Sportswear,Vertex,5235.99,5853.6
20426,Product_0426,Fashion,Men Clothing,Aster,21203.11,25680.79
20427,Product_0427,Home & Kitchen,Furniture,Orbit,22294.72,25828.19
20428,Product_0428,Sports,Team Sports,UrbanX,26629.03,36759.62
20429,Product_0429,Beauty,Personal Care,Prime,6840.61,8717.69
20430,Product_0430,Electronics,Mobile,Prime,29664.87,35188.4
20431,Product_0431,Home & Kitchen,Decor,Prime,4771.12,6257.0
20432,Product_0432,Sports,Team Sports,Prime,18100.53,21946.51
20433,Product_0433,Beauty,Makeup,Orbit,19783.86,22546.37
20434,Product_0434,Home & Kitchen,Appliances,Nova,12684.8,14856.05
20435,Product_0435,Fashion,Footwear,Zenith,14356.12,18559.94
20436,Product_0436,Sports,Team Sports,Vertex,26749.12,29840.32
20437,Product_0437,Sports,Fitness,Orbit,19429.17,22961.52
20438,Product_0438,Fashion,Accessories,Nova,15010.63,17449.76
20439,Product_0439,Sports,Sportswear,Prime,4024.82,4670.16
20440,Product_0440,Electronics,Audio,Prime,418.66,546.28
20441,Product_0441,Sports,Sportswear,Pulse,3924.06,5288.63
20442,Product_0442,Electronics,Mobile,Aster,28694.3,37726.12
20443,Product_0443,Sports,Team Sports,Prime,22969.79,29716.44
20444,Product_0444,Beauty,Haircare,Vertex,29020.07,39900.73
20445,Product_0445,Beauty,Skincare,Pulse,1264.12,1412.68
20446,Product_0446,Home & Kitchen,Appliances,Prime,20470.57,23546.17
20447,Product_0447,Beauty,Personal Care,Prime,1519.95,1860.91
20448,Product_0448,Fashion,Men Clothing,Orbit,23505.28,28482.18
20449,Product_0449,Home & Kitchen,Appliances,Nova,11552.32,14156.39
20450,Product_0450,Beauty,Personal Care,Orbit,3053.81,3548.33
20451,Product_0451,Electronics,Accessories,Vertex,17127.79,19608.77
20452,Product_0452,Sports,Team Sports,UrbanX,8547.58,10708.05
20453,Product_0453,Beauty,Skincare,Aster,19855.3,27368.86
20454,Product_0454,Electronics,Audio,UrbanX,19813.61,24124.87
20455,Product_0455,Home & Kitchen,Appliances,Zenith,21209.22,23605.99
20456,Product_0456,Sports,Team Sports,Orbit,29775.46,39060.94
20457,Product_0457,Beauty,Makeup,Nova,11723.59,13919.79
20458,Product_0458,Home & Kitchen,Appliances,Prime,14066.4,16507.32
20459,Product_0459,Beauty,Personal Care,Aster,24177.43,28947.09
20460,Product_0460,Home & Kitchen,Appliances,Orbit,17435.43,22964.98
20461,Product_0461,Beauty,Skincare,Zenith,1310.26,1763.15
20462,Product_0462,Electronics,Laptop,Zenith,25323.74,32323.65
20463,Product_0463,Fashion,Footwear,Orbit,1734.66,2075.94
20464,Product_0464,Electronics,Mobile,Vertex,5290.44,6312.25
20465,Product_0465,Sports,Outdoor,Orbit,3241.98,3687.08
20466,Product_0466,Beauty,Skincare,Aster,2522.23,3480.65
20467,Product_0467,Fashion,Accessories,Zenith,965.41,1246.77
20468,Product_0468,Fashion,Accessories,Nova,1839.83,2038.7
20469,Product_0469,Sports,Outdoor,Prime,13384.69,17382.83
20470,Product_0470,Sports,Outdoor,Nova,7735.0,9546.12
20471,Product_0471,Fashion,Women Clothing,Pulse,3970.8,5526.43
20472,Product_0472,Sports,Sportswear,Orbit,19829.43,26684.87
20473,Product_0473,Sports,Sportswear,Zenith,6938.13,7988.53
20474,Product_0474,Beauty,Skincare,Vertex,764.68,1006.34
20475,Product_0475,Electronics,Accessories,UrbanX,12668.91,15781.28
20476,Product_0476,Home & Kitchen,Furniture,Prime,9450.9,10926.31
20477,Product_0477,Fashion,Footwear,Prime,9694.41,12696.01
20478,Product_0478,Home & Kitchen,Appliances,Orbit,13469.05,17027.79
20479,Product_0479,Fashion,Women Clothing,Orbit,20133.64,22330.47
20480,Product_0480,Fashion,Accessories,Nova,18571.08,24030.54
20481,Product_0481,Electronics,Laptop,Orbit,28130.4,36302.17
20482,Product_0482,Fashion,Accessories,Nova,15627.96,17866.28
20483,Product_0483,Fashion,Footwear,Nova,14282.58,17206.17
20484,Product_0484,Electronics,Mobile,Zenith,6559.75,8368.73
20485,Product_0485,Sports,Sportswear,Prime,22710.36,25926.94
20486,Product_0486,Home & Kitchen,Cookware,Nova,4395.12,5958.98
20487,Product_0487,Fashion,Footwear,Orbit,14835.76,16441.67
20488,Product_0488,Electronics,Mobile,Pulse,12755.4,14424.46
20489,Product_0489,Fashion,Men Clothing,Aster,19817.37,22489.39
20490,Product_0490,Electronics,Laptop,Zenith,27545.12,34663.66
20491,Product_0491,Home & Kitchen,Cookware,Orbit,28408.55,36534.37
20492,Product_0492,Beauty,Makeup,Zenith,5200.42,6350.35
20493,Product_0493,Sports,Sportswear,Aster,8002.15,9495.35
20494,Product_0494,Beauty,Skincare,Aster,24386.73,32746.38
20495,Product_0495,Electronics,Accessories,Zenith,15644.74,17529.71
20496,Product_0496,Fashion,Women Clothing,Prime,13700.43,16222.51
20497,Product_0497,Sports,Team Sports,Nova,21376.64,23765.15
20498,Product_0498,Home & Kitchen,Appliances,Pulse,18137.36,20026.68
20499,Product_0499,Sports,Sportswear,Vertex,29127.28,35127.91
20500,Product_0500,Fashion,Footwear,Nova,17602.44,20391.5
20501,Product_0501,Beauty,Haircare,Prime,14086.02,16628.68
20502,Product_0502,Electronics,Accessories,Aster,16375.96,22046.7
20503,Product_0503,Beauty,Makeup,Prime,24294.49,27911.79
20504,Product_0504,Sports,Outdoor,Orbit,18457.72,24623.89
20505,Product_0505,Fashion,Women Clothing,Nova,19482.03,25375.64
20506,Product_0506,Electronics,Mobile,Pulse,29148.88,34918.42
20507,Product_0507,Fashion,Footwear,Prime,18628.19,23545.41
20508,Product_0508,Fashion,Accessories,Vertex,11532.5,14223.39
20509,Product_0509,Sports,Fitness,Prime,20801.52,23682.92
20510,Product_0510,Beauty,Personal Care,Orbit,19851.89,27239.88
20511,Product_0511,Fashion,Men Clothing,UrbanX,612.66,778.62
20512,Product_0512,Fashion,Women Clothing,Prime,14126.41,19269.44
20513,Product_0513,Fashion,Men Clothing,Nova,22338.53,30093.3
20514,Product_0514,Electronics,Mobile,UrbanX,15071.44,16939.29
20515,Product_0515,Fashion,Men Clothing,Orbit,23432.71,27233.06
20516,Product_0516,Fashion,Footwear,Aster,13636.33,15594.21
20517,Product_0517,Sports,Fitness,Nova,29502.98,39806.42
20518,Product_0518,Fashion,Women Clothing,Orbit,8928.17,12131.01
20519,Product_0519,Fashion,Accessories,Zenith,2945.25,3706.28
20520,Product_0520,Sports,Team Sports,Vertex,13014.35,14722.53
20521,Product_0521,Electronics,Laptop,Prime,16342.93,18642.13
20522,Product_0522,Beauty,Makeup,Prime,10602.99,14251.1
20523,Product_0523,Sports,Sportswear,Nova,7419.98,10230.35
20524,Product_0524,Electronics,Accessories,Prime,20227.35,23460.54
20525,Product_0525,Beauty,Personal Care,Prime,11438.33,12620.38
20526,Product_0526,Fashion,Footwear,Aster,19014.78,22804.16
20527,Product_0527,Sports,Team Sports,Orbit,23416.33,25972.22
20528,Product_0528,Fashion,Accessories,Prime,22877.88,30848.36
20529,Product_0529,Sports,Sportswear,Prime,11384.22,14201.29
20530,Product_0530,Beauty,Haircare,Aster,17123.37,22132.95
20531,Product_0531,Electronics,Accessories,Orbit,13599.82,16638.64
20532,Product_0532,Sports,Fitness,Zenith,26150.0,31475.51
20533,Product_0533,Electronics,Audio,Prime,26387.0,30784.66
20534,Product_0534,Fashion,Women Clothing,Zenith,10443.5,13901.97
20535,Product_0535,Fashion,Footwear,Orbit,2933.78,3839.33
20536,Product_0536,Beauty,Personal Care,Aster,5193.96,6275.44
20537,Product_0537,Beauty,Skincare,Vertex,11136.65,13323.16
20538,Product_0538,Home & Kitchen,Decor,Orbit,17014.65,18722.46
20539,Product_0539,Home & Kitchen,Appliances,Orbit,19772.25,22126.45
20540,Product_0540,Beauty,Haircare,Prime,10074.86,12966.11
20541,Product_0541,Fashion,Footwear,Orbit,20091.47,25202.38
20542,Product_0542,Electronics,Laptop,Nova,28144.65,34630.33
20543,Product_0543,Beauty,Skincare,UrbanX,19630.02,26466.19
20544,Product_0544,Electronics,Accessories,Vertex,4925.24,6162.31
20545,Product_0545,Home & Kitchen,Decor,Prime,17474.13,21237.15
20546,Product_0546,Electronics,Mobile,Nova,16348.49,18774.23
20547,Product_0547,Beauty,Makeup,UrbanX,26146.86,35199.07
20548,Product_0548,Fashion,Men Clothing,Aster,10639.03,13542.15
20549,Product_0549,Beauty,Personal Care,Prime,12803.78,14439.31
20550,Product_0550,Sports,Outdoor,Pulse,18040.04,23355.89
20551,Product_0551,Sports,Sportswear,Zenith,15827.87,19429.05
20552,Product_0552,Sports,Team Sports,Zenith,21626.69,29053.64
20553,Product_0553,Fashion,Women Clothing,Aster,1403.59,1930.88
20554,Product_0554,Beauty,Makeup,Vertex,16992.78,21753.13
20555,Product_0555,Sports,Sportswear,Zenith,3825.82,5048.11
20556,Product_0556,Beauty,Personal Care,UrbanX,9593.23,10715.42
20557,Product_0557,Home & Kitchen,Furniture,Zenith,19916.48,25255.62
20558,Product_0558,Sports,Team Sports,Pulse,4890.94,6488.33
20559,Product_0559,Sports,Outdoor,Pulse,9403.49,11745.23
20560,Product_0560,Fashion,Women Clothing,UrbanX,21149.59,27030.55
20561,Product_0561,Beauty,Makeup,Zenith,19594.0,26837.6
20562,Product_0562,Fashion,Women Clothing,Aster,2912.98,3377.4
20563,Product_0563,Fashion,Men Clothing,Aster,17402.6,19655.78
20564,Product_0564,Beauty,Haircare,Zenith,4588.18,5997.64
20565,Product_0565,Home & Kitchen,Decor,Pulse,7717.69,10394.61
20566,Product_0566,Beauty,Makeup,Vertex,13884.5,18815.54
20567,Product_0567,Home & Kitchen,Decor,Orbit,3458.54,4470.14
20568,Product_0568,Fashion,Men Clothing,Nova,29810.68,40243.35
20569,Product_0569,Home & Kitchen,Cookware,Pulse,5128.01,6718.71
20570,Product_0570,Home & Kitchen,Furniture,Zenith,23483.12,26447.0
20571,Product_0571,Home & Kitchen,Decor,Pulse,24929.2,33121.26
20572,Product_0572,Sports,Outdoor,Orbit,29835.03,34423.89
20573,Product_0573,Sports,Outdoor,Pulse,12973.87,15192.18
20574,Product_0574,Fashion,Accessories,Prime,26248.02,31980.46
20575,Product_0575,Beauty,Skincare,Nova,28734.68,34319.84
20576,Product_0576,Home & Kitchen,Cookware,Pulse,5352.25,6403.94
20577,Product_0577,Sports,Fitness,Zenith,14487.2,16671.55
20578,Product_0578,Beauty,Makeup,Pulse,1988.32,2362.44
20579,Product_0579,Home & Kitchen,Appliances,UrbanX,18697.58,20677.63
20580,Product_0580,Beauty,Haircare,Prime,17525.9,21764.95
20581,Product_0581,Electronics,Audio,Orbit,6282.96,8359.96
20582,Product_0582,Home & Kitchen,Appliances,Vertex,23977.5,32577.61
20583,Product_0583,Beauty,Personal Care,Nova,1310.61,1764.25
20584,Product_0584,Home & Kitchen,Furniture,Nova,24225.57,29674.8
20585,Product_0585,Home & Kitchen,Furniture,Prime,994.03,1311.25
20586,Product_0586,Electronics,Accessories,Vertex,19773.5,23458.63
20587,Product_0587,Beauty,Skincare,Pulse,2547.33,2844.52
20588,Product_0588,Fashion,Accessories,Zenith,7686.52,10013.93
20589,Product_0589,Sports,Fitness,Vertex,21713.02,28110.52
20590,Product_0590,Home & Kitchen,Furniture,Zenith,8556.06,11469.3
20591,Product_0591,Home & Kitchen,Furniture,Nova,15432.98,19828.78
20592,Product_0592,Home & Kitchen,Appliances,Pulse,27474.4,31514.99
20593,Product_0593,Home & Kitchen,Appliances,Zenith,1679.1,2276.77
20594,Product_0594,Sports,Sportswear,Nova,24370.18,31393.08
20595,Product_0595,Fashion,Footwear,Aster,2145.11,2879.34
20596,Product_0596,Electronics,Laptop,Prime,3978.49,5300.27
20597,Product_0597,Fashion,Women Clothing,Pulse,3755.71,4466.89
20598,Product_0598,Sports,Fitness,Vertex,29824.25,33473.72
20599,Product_0599,Beauty,Makeup,UrbanX,5569.55,6421.42
20600,Product_0600,Electronics,Mobile,Prime,26923.5,30365.9
20601,Product_0601,Electronics,Laptop,Orbit,29729.78,34873.74
20602,Product_0602,Beauty,Makeup,Zenith,11636.79,14404.71
20603,Product_0603,Home & Kitchen,Cookware,Aster,19005.25,26076.02
20604,Product_0604,Sports,Outdoor,Prime,23416.92,31884.61
20605,Product_0605,Beauty,Skincare,Nova,11900.82,15656.48
20606,Product_0606,Fashion,Footwear,Prime,5022.06,5560.59
20607,Product_0607,Fashion,Men Clothing,Pulse,13126.13,15783.08
20608,Product_0608,Beauty,Skincare,Zenith,23202.25,30272.08
20609,Product_0609,Sports,Outdoor,Prime,23466.73,26721.77
20610,Product_0610,Electronics,Audio,Pulse,7070.06,9476.19
20611,Product_0611,Electronics,Accessories,Prime,5413.98,7440.82
20612,Product_0612,Home & Kitchen,Decor,Zenith,27632.71,33331.44
20613,Product_0613,Sports,Fitness,UrbanX,1511.17,1982.28
20614,Product_0614,Fashion,Women Clothing,Aster,22095.21,25287.11
20615,Product_0615,Fashion,Footwear,Prime,1583.36,2069.84
20616,Product_0616,Home & Kitchen,Furniture,Prime,25169.42,27848.37
20617,Product_0617,Fashion,Footwear,UrbanX,27181.36,31128.95
20618,Product_0618,Home & Kitchen,Furniture,Vertex,9063.09,11899.51
20619,Product_0619,Home & Kitchen,Decor,Prime,2403.28,3156.84
20620,Product_0620,Beauty,Personal Care,Pulse,14524.4,18770.59
20621,Product_0621,Electronics,Accessories,Zenith,9094.2,11305.99
20622,Product_0622,Sports,Outdoor,Orbit,12630.66,16451.09
20623,Product_0623,Sports,Outdoor,Pulse,20016.57,26664.88
20624,Product_0624,Electronics,Mobile,Zenith,6452.82,8969.06
20625,Product_0625,Sports,Sportswear,Orbit,10837.16,14809.98
20626,Product_0626,Fashion,Men Clothing,Prime,23520.36,31478.72
20627,Product_0627,Fashion,Women Clothing,Vertex,19384.11,25362.7
20628,Product_0628,Sports,Team Sports,Zenith,9923.01,12624.52
20629,Product_0629,Beauty,Personal Care,Pulse,19996.19,22719.32
20630,Product_0630,Sports,Sportswear,Orbit,23006.33,26449.62
20631,Product_0631,Home & Kitchen,Decor,Orbit,17856.07,24035.77
20632,Product_0632,Home & Kitchen,Decor,Pulse,7337.01,9838.89
20633,Product_0633,Electronics,Accessories,Prime,207.31,266.26
20634,Product_0634,Fashion,Women Clothing,Prime,24124.9,29713.48
20635,Product_0635,Beauty,Personal Care,Prime,24714.48,27378.94
20636,Product_0636,Sports,Sportswear,Aster,20988.61,25147.57
20637,Product_0637,Home & Kitchen,Cookware,Zenith,2482.11,3043.54
20638,Product_0638,Fashion,Footwear,Nova,17639.62,21974.47
20639,Product_0639,Fashion,Accessories,Aster,24666.42,34010.0
20640,Product_0640,Beauty,Skincare,Vertex,11812.12,13378.56
20641,Product_0641,Beauty,Haircare,Aster,6100.42,7660.05
20642,Product_0642,Beauty,Skincare,Pulse,17711.29,21437.33
20643,Product_0643,Beauty,Personal Care,Aster,24823.94,34679.77
20644,Product_0644,Home & Kitchen,Cookware,UrbanX,1656.32,2250.21
20645,Product_0645,Beauty,Skincare,Vertex,17989.15,22156.08
20646,Product_0646,Fashion,Women Clothing,Orbit,19366.58,27111.44
20647,Product_0647,Fashion,Men Clothing,Vertex,18150.54,22764.75
20648,Product_0648,Sports,Outdoor,Vertex,19571.0,22509.3
20649,Product_0649,Fashion,Women Clothing,Aster,19014.98,24087.46
20650,Product_0650,Fashion,Men Clothing,Vertex,4086.04,4771.93
20651,Product_0651,Home & Kitchen,Decor,Zenith,7201.12,9295.88
20652,Product_0652,Fashion,Footwear,UrbanX,18646.02,25754.48
20653,Product_0653,Electronics,Mobile,Prime,727.26,971.52
20654,Product_0654,Fashion,Men Clothing,Aster,19115.39,22593.42
20655,Product_0655,Sports,Fitness,Prime,20028.52,23815.06
20656,Product_0656,Sports,Team Sports,Prime,7327.41,8212.46
20657,Product_0657,Beauty,Makeup,Orbit,18024.36,21372.57
20658,Product_0658,Home & Kitchen,Furniture,Aster,16115.88,18175.29
20659,Product_0659,Sports,Team Sports,,7968.61,9959.44
20660,Product_0660,Electronics,Audio,Orbit,13996.63,18370.63
20661,Product_0661,Electronics,Mobile,Aster,27306.81,36191.2
20662,Product_0662,Beauty,Haircare,Vertex,12912.76,14434.64
20663,Product_0663,Home & Kitchen,Decor,Orbit,18969.36,22800.92
20664,Product_0664,Home & Kitchen,Furniture,UrbanX,1253.45,1487.16
20665,Product_0665,Fashion,Footwear,Aster,2518.44,2849.09
20666,Product_0666,Electronics,Audio,Prime,2622.98,3170.5
20667,Product_0667,Electronics,Mobile,Aster,23391.57,27831.2
20668,Product_0668,Electronics,Accessories,UrbanX,10637.66,13726.3
20669,Product_0669,Electronics,Accessories,Nova,6982.83,9531.5
20670,Product_0670,Sports,Sportswear,Zenith,22470.27,27783.42
20671,Product_0671,Home & Kitchen,Appliances,Prime,5264.81,6970.61
20672,Product_0672,Fashion,Footwear,Nova,7545.48,8630.54
20673,Product_0673,Sports,Outdoor,Nova,13041.76,17847.52
20674,Product_0674,Home & Kitchen,Appliances,Orbit,10076.85,11545.84
20675,Product_0675,Beauty,Personal Care,Pulse,17644.69,20426.03
20676,Product_0676,Electronics,Accessories,UrbanX,10267.65,11622.35
20677,Product_0677,Fashion,Accessories,Orbit,11909.96,14207.44
20678,Product_0678,Home & Kitchen,Cookware,Orbit,25914.02,32799.97
20679,Product_0679,Beauty,Haircare,Zenith,26559.04,37087.0
20680,Product_0680,Electronics,Laptop,Aster,24865.79,33270.69
20681,Product_0681,Beauty,Makeup,Nova,25971.96,31533.36
20682,Product_0682,Beauty,Skincare,Pulse,17177.91,21863.25
20683,Product_0683,Sports,Outdoor,,19457.75,25041.98
20684,Product_0684,Beauty,Skincare,Aster,16803.76,22631.61
20685,Product_0685,Sports,Fitness,Zenith,23610.52,31187.97
20686,Product_0686,Sports,Team Sports,Prime,16619.81,21120.24
20687,Product_0687,Beauty,Skincare,Aster,3510.09,4565.77
20688,Product_0688,Home & Kitchen,Furniture,Orbit,24325.49,32201.48
20689,Product_0689,Beauty,Makeup,UrbanX,22865.44,26065.3
20690,Product_0690,Beauty,Haircare,Pulse,24644.96,28591.52
20691,Product_0691,Home & Kitchen,Cookware,Orbit,5874.8,7675.87
20692,Product_0692,Electronics,Mobile,UrbanX,8294.19,11239.69
20693,Product_0693,Fashion,Accessories,Prime,9013.4,11021.39
20694,Product_0694,Electronics,Audio,Prime,15340.8,21384.57
20695,Product_0695,Beauty,Makeup,Prime,4189.54,4880.07
20696,Product_0696,Electronics,Accessories,Pulse,11684.38,14313.48
20697,Product_0697,Fashion,Women Clothing,Pulse,5628.31,6830.27
20698,Product_0698,Electronics,Laptop,UrbanX,8089.93,11156.73
20699,Product_0699,Fashion,Men Clothing,Orbit,21250.35,25194.7
20700,Product_0700,Electronics,Audio,Zenith,25673.37,31866.74
20701,Product_0701,Sports,Fitness,Pulse,882.59,1020.42
20702,Product_0702,Beauty,Personal Care,Zenith,17063.73,21438.53
20703,Product_0703,Fashion,Men Clothing,Pulse,1274.58,1729.89
20704,Product_0704,Beauty,Haircare,Aster,2740.43,3264.43
20705,Product_0705,Sports,Outdoor,Nova,21211.5,28492.08
20706,Product_0706,Electronics,Accessories,Nova,22121.12,30381.0
20707,Product_0707,Beauty,Haircare,Vertex,24456.62,27437.57
20708,Product_0708,Electronics,Accessories,UrbanX,14332.4,19018.05
20709,Product_0709,Electronics,Audio,Prime,25822.26,30382.55
20710,Product_0710,Beauty,Personal Care,Zenith,5171.78,5960.98
20711,Product_0711,Fashion,Accessories,Pulse,7641.55,9783.76
20712,Product_0712,Fashion,Accessories,Aster,4208.16,5519.76
20713,Product_0713,Beauty,Haircare,Zenith,23966.61,29201.6
20714,Product_0714,Fashion,Footwear,UrbanX,7014.52,7798.41
20715,Product_0715,Home & Kitchen,Cookware,Orbit,4834.24,6635.53
20716,Product_0716,Electronics,Audio,Vertex,18768.7,24760.12
20717,Product_0717,Beauty,Haircare,Orbit,2497.04,2950.25
20718,Product_0718,Sports,Team Sports,Zenith,1538.03,1921.09
20719,Product_0719,Beauty,Makeup,Nova,3380.19,3746.39
20720,Product_0720,Beauty,Personal Care,Aster,207.18,248.99
20721,Product_0721,Electronics,Accessories,Nova,20970.31,26354.66
20722,Product_0722,Sports,Outdoor,Orbit,16954.61,21280.87
20723,Product_0723,Electronics,Accessories,Aster,6454.28,7502.81
20724,Product_0724,Fashion,Women Clothing,Orbit,7143.55,9522.53
20725,Product_0725,Beauty,Skincare,Prime,24366.86,28988.25
20726,Product_0726,Electronics,Audio,Orbit,15154.24,19308.37
20727,Product_0727,Home & Kitchen,Cookware,,21016.15,24829.67
20728,Product_0728,Beauty,Skincare,Pulse,13692.11,16807.75
20729,Product_0729,Fashion,Footwear,Prime,7284.0,8465.86
20730,Product_0730,Electronics,Accessories,UrbanX,29118.0,37559.38
20731,Product_0731,Electronics,Mobile,Orbit,17056.3,20939.6
20732,Product_0732,Home & Kitchen,Appliances,Nova,4103.26,4533.43
20733,Product_0733,Fashion,Men Clothing,Aster,12301.48,13635.57
20734,Product_0734,Home & Kitchen,Cookware,Aster,10014.25,12431.09
20735,Product_0735,Beauty,Makeup,Vertex,6579.81,7599.47
20736,Product_0736,Sports,Sportswear,Nova,28016.51,35735.41
20737,Product_0737,Electronics,Laptop,UrbanX,26451.42,32335.74
20738,Product_0738,Home & Kitchen,Appliances,Prime,6134.58,7952.42
20739,Product_0739,Electronics,Laptop,UrbanX,10694.01,14818.89
20740,Product_0740,Electronics,Audio,Vertex,22917.0,28843.81
20741,Product_0741,Home & Kitchen,Appliances,UrbanX,6413.48,8569.78
20742,Product_0742,Electronics,Laptop,Orbit,17828.63,23639.2
20743,Product_0743,Fashion,Women Clothing,Prime,21053.86,28981.42
20744,Product_0744,Fashion,Accessories,Nova,19688.38,22921.32
20745,Product_0745,Sports,Team Sports,Zenith,21250.98,28650.53
20746,Product_0746,Fashion,Footwear,Vertex,21259.65,29160.93
20747,Product_0747,Home & Kitchen,Appliances,Pulse,28951.22,35257.63
20748,Product_0748,Fashion,Accessories,Aster,10525.67,12569.17
20749,Product_0749,Sports,Outdoor,Aster,26381.99,36555.17
20750,Product_0750,Beauty,Makeup,Nova,849.85,1094.85
20751,Product_0751,Beauty,Haircare,Orbit,8788.45,10670.96
20752,Product_0752,Home & Kitchen,Decor,Zenith,1649.94,2206.87
20753,Product_0753,Sports,Fitness,UrbanX,19605.88,23357.31
20754,Product_0754,Fashion,Women Clothing,Pulse,3203.55,3693.44
20755,Product_0755,Sports,Sportswear,Pulse,25402.06,32087.65
20756,Product_0756,Electronics,Mobile,Aster,19468.43,24722.25
20757,Product_0757,Sports,Team Sports,Vertex,1058.7,1426.84
20758,Product_0758,Fashion,Footwear,Zenith,21500.37,26598.28
20759,Product_0759,Home & Kitchen,Furniture,Orbit,25888.64,34804.07
20760,Product_0760,Electronics,Mobile,Prime,19901.41,23750.28
20761,Product_0761,Sports,Sportswear,Orbit,1109.62,1412.11
20762,Product_0762,Beauty,Makeup,Pulse,25766.0,29954.05
20763,Product_0763,Fashion,Footwear,UrbanX,22027.42,26777.28
20764,Product_0764,Home & Kitchen,Cookware,Zenith,11477.85,15578.45
20765,Product_0765,Fashion,Accessories,Orbit,9993.18,11640.02
20766,Product_0766,Sports,Team Sports,Pulse,14498.64,19472.72
20767,Product_0767,Home & Kitchen,Appliances,Orbit,26039.63,30853.35
20768,Product_0768,Beauty,Haircare,Prime,7711.37,8562.3
20769,Product_0769,Electronics,Accessories,Zenith,3208.72,3635.42
20770,Product_0770,Sports,Team Sports,Zenith,25966.16,34373.06
20771,Product_0771,Home & Kitchen,Cookware,UrbanX,983.44,1159.1
20772,Product_0772,Electronics,Audio,Vertex,27347.71,35449.3
20773,Product_0773,Home & Kitchen,Decor,Prime,9311.21,12195.45
20774,Product_0774,Sports,Outdoor,Vertex,15345.04,18468.3
20775,Product_0775,Home & Kitchen,Appliances,Orbit,4142.41,5146.84
20776,Product_0776,Beauty,Skincare,Prime,27087.2,33077.0
20777,Product_0777,Home & Kitchen,Appliances,Pulse,22545.12,31207.06
20778,Product_0778,Sports,Fitness,Pulse,27739.84,33176.42
20779,Product_0779,Home & Kitchen,Decor,UrbanX,20560.23,23747.0
20780,Product_0780,Electronics,Laptop,Orbit,5703.87,6899.85
20781,Product_0781,Electronics,Accessories,Vertex,9386.36,12210.29
20782,Product_0782,Fashion,Footwear,Pulse,14708.09,19255.96
20783,Product_0783,Fashion,Footwear,UrbanX,18296.29,25197.97
20784,Product_0784,Beauty,Haircare,Zenith,27808.49,37945.42
20785,Product_0785,Electronics,Mobile,Zenith,11641.75,13812.89
20786,Product_0786,Fashion,Accessories,UrbanX,21151.55,26154.93
20787,Product_0787,Home & Kitchen,Cookware,Orbit,28838.06,38186.8
20788,Product_0788,Beauty,Makeup,Prime,4740.75,6518.35
20789,Product_0789,Sports,Fitness,Pulse,25908.75,31120.28
20790,Product_0790,Fashion,Accessories,Zenith,12737.04,15709.0
20791,Product_0791,Fashion,Men Clothing,Prime,22026.17,30172.41
20792,Product_0792,Electronics,Audio,Vertex,8947.44,10804.44
20793,Product_0793,Beauty,Personal Care,Aster,10152.73,12631.56
20794,Product_0794,Electronics,Mobile,Zenith,1008.57,1383.1
20795,Product_0795,Electronics,Mobile,Zenith,29147.84,39077.72
20796,Product_0796,Beauty,Personal Care,Nova,24440.89,28669.88
20797,Product_0797,Home & Kitchen,Appliances,Orbit,2998.76,3590.83
20798,Product_0798,Fashion,Accessories,Prime,29985.36,36158.97
20799,Product_0799,Electronics,Audio,Orbit,18229.73,25044.4
20800,Product_0800,Fashion,Men Clothing,UrbanX,25641.11,35889.35
20801,Product_0801,Beauty,Personal Care,Nova,2186.49,2912.84
20802,Product_0802,Home & Kitchen,Appliances,Vertex,11805.65,14701.55
20803,Product_0803,Sports,Sportswear,Nova,20155.6,22232.68
20804,Product_0804,Home & Kitchen,Cookware,Nova,3371.72,4414.41
20805,Product_0805,Beauty,Personal Care,Aster,14769.3,17971.41
20806,Product_0806,Home & Kitchen,Cookware,Aster,13391.8,17274.03
20807,Product_0807,Sports,Fitness,Nova,6638.0,8509.97
20808,Product_0808,Electronics,Mobile,Aster,9148.04,11382.45
