order_id,product_id,quantity,discount,sales_amount,profit
504140,20558,2,0.05,12327.83,2545.95
504141,20671,2,0.1,12547.1,2017.48
504141,20068,2,0,54722.86,14375.04
504142,20410,2,0.05,34712.71,4561.59
504142,20627,2,0.05,48189.13,9420.91
504143,20787,2,0,76373.6,18697.48
504143,20768,4,0.1,30824.28,-21.2
504143,20103,2,0,5002.76,1387.28
504144,20066,2,0.15,38619.78,3982.28
504145,20149,1,0.1,2626.06,221.34
504146,20683,1,0,25041.98,5584.23
504147,20087,1,0.05,11626.2,2206.05
504147,20527,1,0,25972.22,2555.89
504148,20717,1,0.3,2065.17,-431.87
504149,20230,1,0,17236.66,2818.69
504150,20075,1,0.15,1471.48,218.32
504151,20434,1,0,14856.05,2171.25
504152,20600,1,0.1,27329.31,405.81
504153,20719,1,0.2,2997.11,-383.08
504154,20973,2,0.1,36565.34,6174.72
504155,20253,2,0,19285.72,4309.98
504155,20638,1,0,21974.47,4334.85
504156,20188,1,0.1,14053.47,1160.88
504156,20885,1,0.2,11951.02,-302.47
504157,20366,1,0,16674.3,1815.43
504158,20838,1,0,27763.35,6016.87
504158,20864,2,0.1,7830.49,243.55
504159,20157,2,0,14096.34,3138.12
504159,20982,2,0.05,30278.99,2212.91
504159,20833,2,0,38593.62,5547.7
504160,20945,1,0.05,25326.72,4833.59
504160,20711,1,0.15,8316.2,674.65
504161,20092,1,0,13260,3548.21
504162,20948,1,0,3027.84,409.29
504162,20543,1,0.15,22496.26,2866.24
504162,20538,3,0.1,50550.64,-493.31
504162,20213,2,0.1,50234.49,7576.53
504163,20414,1,0.05,3715.49,270.03
504163,20006,1,0.15,618.14,91.91
504163,20024,3,0.1,21345.2,686.3
504164,20794,1,0.15,1175.64,167.07
504165,20894,1,0.15,7767.54,627.55
504165,20915,1,0.05,20677.93,1564.3
504166,20516,1,0,15594.21,1957.88
504166,20182,3,0.1,103876.51,13912.42
504167,20923,1,0.1,20736.15,3261.97
504167,20620,1,0,18770.59,4246.19
504167,20260,1,0.1,17869.75,2047.11
504167,20981,1,0.1,890.88,16.94
504168,20778,1,0,33176.42,5436.58
504169,20691,1,0.05,7292.08,1417.28
504169,20529,1,0.1,12781.16,1396.94
504170,20516,1,0,15594.21,1957.88
504171,20938,2,0.1,32587.61,5813.95
504171,20412,1,0.2,30601.61,1777.18
504171,20401,1,0.1,4579.15,109.31
504172,20378,1,0.15,9118.78,49.67
504173,20590,1,0,11469.3,2913.24
504174,20082,2,0,67326.48,8251.38
504174,20181,3,0.15,2839.35,-162.51
504175,20523,1,0,10230.35,2810.37
504176,20975,1,0.05,23583.04,5125.89
504177,20838,1,0.1,24987.02,3240.54
504177,20574,1,0.05,30381.44,4133.42
504178,20556,2,0.1,19287.76,101.3
504178,20154,2,0,17418.9,4765.76
504178,20052,1,0,19251.75,4920.91
504179,20385,1,0.05,16719.01,1598.51
504179,20639,2,0.15,57817,8484.16
504179,20285,1,0.3,19106.07,-3021.12
504180,20749,1,0.15,31071.89,4689.9
504180,20330,1,0.1,5931.04,-1.06
504180,20641,1,0.2,6128.04,27.62
504180,20288,2,0.1,55581.37,871.75
504181,20488,2,0.15,24521.58,-989.22
504182,20736,2,0.15,60750.2,4717.18
504182,20575,2,0,68639.68,11170.32
504183,20756,2,0.1,44500.05,5563.19
504183,20367,2,0.15,29239.17,3805.11
504184,20352,1,0.05,9060.23,828.94
504184,20526,1,0.1,20523.74,1508.96
504185,20770,1,0.1,30935.75,4969.59
504185,20854,1,0.15,1859.8,-21.35
504186,20998,2,0.05,52665.7,4361.02
504186,20707,1,0.15,23321.93,-1134.69
504187,20870,1,0.05,2166.72,169.85
504188,20086,1,0.2,19525.91,1787
504189,20617,2,0.15,52919.22,-1443.5
504189,20770,1,0.15,29217.1,3250.94
504189,20362,2,0,52803.36,8484
504190,20776,1,0.1,29769.3,2682.1
504190,20245,4,0,36744.68,8778.92
504191,20741,1,0.15,7284.31,870.83
504192,20454,2,0.15,41012.28,1385.06
504192,20161,1,0.1,30994.71,5706.29
504193,20476,1,0.1,9833.68,382.78
504194,20613,2,0,3964.56,942.22
504194,20563,1,0,19655.78,2253.18
504194,20531,1,0.2,13310.91,-288.91
504194,20347,1,0,11799.43,1930.12
504195,20898,1,0,31927.98,3843.36
504196,20951,1,0.05,22691.83,5254.54
504196,20589,2,0.1,50598.94,7172.9
504197,20221,1,0.1,6462.71,457.19
504198,20441,1,0.1,4759.77,835.71
504198,20970,2,0.15,25506.05,847.89
504198,20081,2,0.2,32130.18,-4139.94
504199,20940,1,0.05,15898.06,1905.44
504200,20633,2,0.15,452.64,38.02
504200,20556,1,0.05,10179.65,586.42
504201,20168,1,0.1,20723.93,1516.17
504201,20704,1,0.05,3101.21,360.78
504202,20923,2,0,46080.34,11131.98
504203,20133,1,0.05,12959.72,1074.74
504204,20454,2,0.1,43424.77,3797.55
504205,20169,1,0.15,17001.66,623.39
504205,20973,3,0.3,42659.57,-2926.36
504206,20540,1,0.1,11669.5,1594.64
504206,20769,1,0,3635.42,426.7
504206,20084,2,0.05,53579.64,2634.34
504207,20119,2,0.05,4181.06,687.98
504207,20646,1,0,27111.44,7744.86
504208,20892,1,0.15,11339.54,1187.64
504209,20037,2,0.05,41177.35,8674.91
504210,20643,1,0.1,31211.79,6387.85
504211,20976,2,0.1,58633.52,3408.62
504212,20996,1,0.15,10716.07,840.22
504212,20541,1,0.15,21422.02,1330.55
504212,20566,1,0.2,15052.43,1167.93
504213,20477,2,0.2,20313.62,924.8
504214,20653,1,0.1,874.37,147.11
504214,20790,1,0,15709,2971.96
504214,20422,3,0.2,18342.77,-267.31
504215,20831,1,0.05,23169.93,1715.4
504215,20442,1,0.2,30180.9,1486.6
504215,20639,2,0.05,64619,15286.16
504216,20330,2,0.15,11203.07,-661.13
504217,20367,2,0.15,29239.17,3805.11
504218,20551,1,0.2,15543.24,-284.63
504218,20620,1,0.3,13139.41,-1384.99
504219,20173,1,0,15152.95,2009.27
504220,20266,3,0.15,36093.98,1388.33
504221,20281,2,0,43157.74,7365.76
504222,20158,2,0.1,64180.15,6312.29
504222,20987,1,0.3,8877.36,-1221.4
504222,20758,1,0,26598.28,5097.91
504223,20288,1,0,30878.54,3523.73
504223,20603,1,0,26076.02,7070.77
504224,20117,2,0.05,59889.56,5380.98
504225,20575,1,0.15,29171.86,437.18
504226,20626,1,0.1,28330.85,4810.49
504226,20437,1,0.15,19517.29,88.12
504227,20754,1,0,3693.44,489.89
504228,20533,1,0.2,24627.73,-1759.27
504229,20761,1,0,1412.11,302.49
504229,20366,1,0.15,14173.16,-685.71
504230,20497,2,0,47530.3,4777.02
504231,20811,1,0,8617.61,2057.51
504231,20877,1,0,23915.11,4341.74
504232,20692,1,0.1,10115.72,1821.53
504233,20264,2,0,59318.88,7211.12
504233,20621,1,0.1,10175.39,1081.19
504234,20881,2,0.05,66710.37,8091.05
504234,20943,3,0,113609.07,32214.54
504235,20371,1,0,15360.58,1469.59
504235,20753,2,0.05,44378.89,5167.13
504235,20809,1,0,40144.02,11123.89
504236,20398,1,0.15,895.92,-59.86
504236,20280,1,0,1227.14,215.73
504237,20341,1,0.15,25252,-1494.18
504237,20070,1,0,15024.12,1758.09
504237,20688,1,0.2,25761.18,1435.69
504238,20087,2,0,24476.22,5635.92
504239,20871,1,0,10580.23,2186.26
504239,20109,2,0,68833.88,17423.36
504240,20137,1,0.05,9372.55,2236.12
504241,20297,1,0.1,31543.12,4329.41
504241,20265,1,0.05,26383.76,5748.04
504242,20529,1,0,14201.29,2817.07
504243,20671,1,0.1,6273.55,1008.74
504243,20845,2,0.05,27954.89,4553.49
504244,20413,2,0.1,56860.9,3703.42
504244,20159,1,0,3992.32,586.18
504245,20965,1,0,13999.98,2222.37
504246,20433,1,0.1,20291.73,507.87
504247,20226,1,0.15,2993.43,178.94
504247,20492,2,0.3,8890.49,-1510.35
504248,20176,1,0.05,22950.68,3892.37
504248,20128,1,0,12341.48,1299.25
504249,20251,1,0.05,21951.91,1177.57
504250,20325,1,0.3,8932.08,-2353.89
504251,20123,1,0.15,21350.74,2326.15
504252,20896,2,0,37575.02,3477.2
504252,20368,2,0.05,72730.56,17583.58
504253,20477,1,0.1,11426.41,1732
504254,20092,1,0.05,12597,2885.21
504255,20772,2,0.1,63808.74,9113.32
504256,20219,2,0.1,59232.73,2448.53
504256,20548,2,0.15,23021.66,1743.6
504257,20820,1,0.15,18074.53,-71.03
504258,20749,1,0,36555.17,10173.18
504259,20223,1,0,4294.21,979.39
504260,20959,1,0.15,29292.44,2318.23
504260,20081,1,0.15,17069.16,-1065.9
504260,20923,2,0.1,41472.31,6523.95
504260,20026,1,0,33821.05,4516.86
504261,20393,2,0.2,5727.89,-307.95
504262,20526,1,0,22804.16,3789.38
504263,20846,1,0.1,18985.06,164.79
504264,20656,1,0.1,7391.21,63.8
504265,20894,1,0.1,8224.45,1084.46
504265,20566,1,0.15,15993.21,2108.71
504266,20451,2,0.05,37256.66,3001.08
504267,20653,2,0.05,1845.89,391.37
504267,20293,1,0,1315.95,298.57
504268,20040,2,0,5254.12,741.44
504269,20508,3,0,42670.17,8072.67
504270,20023,2,0.15,39268.64,-184.94
504271,20759,2,0.05,66127.73,14350.45
504271,20051,1,0,14484.48,2598.9
504272,20428,3,0.05,104764.92,24877.83
504273,20326,1,0.1,30945.03,4875.19
504273,20995,1,0.3,539.17,-61.94
504274,20867,1,0.05,10498.09,1025.77
504275,20831,1,0.1,21950.46,495.93
504275,20259,2,0,54177.08,11961.6
504276,20155,1,0.05,9075.55,517.32
504276,20057,1,0,22313.86,4871.69
504276,20722,2,0.1,38305.57,4396.35
504277,20164,2,0.1,43377.34,2955.04
504278,20931,2,0.15,45625.65,5592.79
504279,20919,1,0,23302.63,6524.77
504279,20932,1,0.15,9360.22,56.66
504280,20664,1,0.15,1264.09,10.64
504280,20385,1,0.1,15839.06,718.56
504280,20427,1,0.1,23245.37,950.65
504281,20258,3,0.2,41763.53,287.12
504282,20801,1,0.1,2621.56,435.07
504283,20029,1,0.15,12415.94,282.42
504283,20376,1,0.2,17892.83,225.82
504284,20920,1,0.05,21389.34,2506.89
504285,20738,1,0.3,5566.69,-567.89
504285,20389,1,0,20590.57,3213.06
504285,20099,1,0,9823.04,2772.21
504286,20722,1,0.1,19152.78,2198.17
504286,20178,3,0,59921.76,5906.76
504286,20987,4,0.1,45655.02,5259.98
504287,20956,1,0,11301.19,2830.72
504288,20970,2,0.05,28506.76,3848.6
504289,20372,1,0,33891.56,4953.84
504290,20043,1,0.1,3695.37,-23.76
504290,20798,1,0.1,32543.07,2557.71
504291,20402,3,0.05,75077.66,18128.45
504292,20040,1,0.2,2101.65,-154.69
504293,20486,1,0,5958.98,1563.86
504294,20951,2,0,47772.28,12897.7
504295,20641,1,0.05,7277.05,1176.63
504295,20042,2,0,29047.32,8250.64
504296,20819,1,0,35817.68,8653.09
504296,20802,1,0.05,13966.47,2160.82
504297,20344,2,0,77090.42,18212.1
504298,20740,1,0.05,27401.62,4484.62
504298,20546,1,0.15,15958.1,-390.39
504299,20371,1,0,15360.58,1469.59
504299,20452,1,0.15,9101.84,554.26
504299,20848,2,0.05,28292.79,1849.29
504300,20966,1,0,29366.35,6096.18
504300,20260,1,0,19855.28,4032.64
504301,20713,2,0,58403.2,10469.98
504301,20395,1,0.15,6244.38,99.73
504302,20247,1,0.1,28855.41,1167.93
504303,20272,1,0.1,15310.06,2869.31
504304,20123,1,0.15,21350.74,2326.15
504304,20445,2,0.1,2542.82,14.58
504305,20778,1,0.15,28199.96,460.12
504305,20200,1,0.3,10299.53,-2073.41
504306,20519,1,0.05,3520.97,575.72
504306,20368,2,0.15,65074.71,9927.73
504306,20787,2,0,76373.6,18697.48
504307,20646,3,0.1,73200.89,15101.15
504307,20188,1,0,15614.97,2722.38
504307,20775,1,0.05,4889.5,747.09
504308,20830,1,0,16768.24,2759.02
504308,20944,1,0.15,22569.97,-115.17
504308,20187,2,0.2,47933.17,238.97
504309,20307,2,0,67431.86,11478.58
504309,20885,2,0,29877.54,5370.56
504309,20721,1,0.05,25036.93,4066.62
504310,20501,2,0,33257.36,5085.32
504311,20955,2,0,39832.18,7247.34
504311,20969,1,0.15,24231.06,3202.87
504312,20958,1,0.1,15406.92,1757.25
504313,20398,1,0,1054.02,98.24
504313,20256,3,0,109843.53,23639.31
504314,20598,2,0.1,60252.7,604.2
504314,20831,1,0.1,21950.46,495.93
504315,20889,1,0,32436.61,7477.39
504316,20153,1,0.1,10502.57,537.71
504316,20209,2,0.1,51660.38,9489.46
504316,20517,1,0.2,31845.14,2342.16
504317,20072,1,0,1236.68,344.52
504317,20417,4,0.05,104988.79,5931.39
504317,20033,1,0,25455.42,5575.61
504317,20916,1,0,39489.49,10761.4
504318,20581,3,0,25079.88,6231
504319,20435,1,0.05,17631.94,3275.82
504319,20784,3,0.05,108144.45,24718.98
504320,20230,2,0.2,27578.66,-1257.28
504321,20203,3,0.05,3890.96,748.31
504322,20754,2,0,7386.88,979.78
504322,20065,2,0.15,40299.89,4104.23
504322,20194,1,0.1,27893.48,3406.5
504323,20525,1,0,12620.38,1182.05
504324,20790,1,0.05,14923.55,2186.51
504324,20504,1,0.1,22161.5,3703.78
504325,20414,1,0.2,3128.83,-316.63
504325,20746,1,0.15,24786.79,3527.14
504325,20018,3,0.15,1189.37,49.16
504326,20467,2,0,2493.54,562.72
504326,20848,1,0.15,12657.3,-564.45
504326,20926,1,0,18537.64,2150.94
504327,20731,3,0.15,53395.98,2227.08
504327,20103,1,0,2501.38,693.64
504327,20424,1,0.1,20515.97,116
504328,20671,1,0.1,6273.55,1008.74
504329,20439,1,0.15,3969.64,-55.18
504329,20995,1,0,770.24,169.13
504330,20007,1,0.15,27550.44,955.77
504331,20073,1,0.1,8579.4,890.22
504332,20451,1,0.3,13726.14,-3401.65
504332,20821,1,0.05,2075.84,317.1
504333,20412,1,0,38252.01,9427.58
504334,20260,1,0.15,16876.99,1054.35
504335,20274,1,0,27735.11,2608.11
504336,20173,2,0,30305.9,4018.54
504337,20065,1,0.1,21335.24,3237.41
504338,20109,2,0.1,61950.49,10539.97
504338,20423,1,0.2,28019.3,1337.73
504339,20304,2,0.1,37025.28,6885.5
504340,20735,1,0.05,7219.5,639.69
504340,20440,2,0.05,1037.93,200.61
504341,20103,2,0.2,4002.21,386.73
504342,20513,3,0.15,76737.91,9722.32
504342,20703,1,0.1,1556.9,282.32
504343,20423,2,0.15,59541.02,6177.88
504343,20990,2,0.1,15313.7,2014.06
504344,20021,2,0.15,45036.33,4495.73
504344,20579,1,0.15,17575.99,-1121.59
504345,20553,2,0.15,3282.5,475.32
504345,20885,2,0,29877.54,5370.56
504345,20489,1,0.15,19115.98,-701.39
504346,20382,1,0.15,16829.43,807.31
504346,20019,2,0.15,27693.29,3272.57
504346,20226,1,0.15,2993.43,178.94
504346,20578,1,0,2362.44,374.12
504347,20610,2,0.15,16109.52,1969.4
504348,20731,2,0.1,37691.28,3578.68
504349,20935,2,0.15,57224.35,-1606.21
504350,20343,1,0.05,8956.34,1323.75
504351,20065,1,0.2,18964.66,866.83
504351,20168,1,0.2,18421.27,-786.49
504352,20477,1,0.05,12061.21,2366.8
504352,20708,1,0.05,18067.15,3734.75
504353,20139,4,0.15,111056.27,11902.39
504354,20807,1,0.1,7658.97,1020.97
504354,20977,1,0.15,3290.16,-218.41
504355,20033,3,0,76366.26,16726.83
504356,20570,1,0.2,21157.6,-2325.52
504356,20816,1,0.1,1384.6,86.99
504356,20991,1,0.1,15187.83,101.68
504357,20041,3,0.15,10042.05,987.09
504357,20432,1,0.15,18654.53,554
504357,20679,3,0.15,94571.85,14894.73
504357,20114,1,0.1,9157.36,1240.21
504358,20760,2,0.15,40375.48,572.66
504358,20840,1,0.05,27017.27,2870.76
504359,20458,3,0.2,39617.57,-2581.63
504360,20692,1,0.15,9553.74,1259.55
504360,20803,1,0.15,18897.78,-1257.82
504360,20425,2,0,11707.2,1235.22
504361,20384,1,0.05,2883.02,333.95
504362,20642,2,0.1,38587.19,3164.61
504362,20876,1,0.15,16006.55,708.4
504363,20764,1,0.15,13241.68,1763.83
504364,20509,1,0.15,20130.48,-671.04
504365,20345,2,0.05,12285.46,1193.8
504365,20961,1,0.1,13140.5,1397.1
504366,20863,1,0.05,24335.96,1797.71
504366,20160,4,0.15,123583.06,5302.22
504367,20342,2,0.2,43204.88,-3076.16
504367,20785,2,0.15,23481.91,198.41
504367,20542,2,0.05,65797.63,9508.33
504368,20727,1,0,24829.67,3813.52
504369,20965,2,0,27999.96,4444.74
504370,20940,1,0.1,15061.32,1068.7
504371,20394,1,0.15,13215.75,981.63
504371,20058,1,0.05,9523.13,2170.13
504372,20514,2,0.1,30490.72,347.84
504373,20117,1,0,31520.82,4266.53
504374,20962,3,0,119178.39,33905.94
504375,21000,1,0.1,2121.33,94.48
504376,20364,1,0.2,478.75,25.36
504377,20872,1,0.1,7675.59,662.68
504378,20249,1,0.05,28151.44,6089.79
504379,20660,2,0.1,33067.13,5073.87
504379,20675,1,0.1,18383.43,738.74
504379,20146,1,0,25462.74,2777.99
504380,20361,2,0,14037.84,1881.58
504381,20056,1,0.15,9657.27,-443.45
504381,20898,1,0.2,25542.38,-2542.24
504382,20705,1,0.1,25642.87,4431.37
504383,20368,2,0,76558.48,21411.5
504384,20381,1,0.3,1293.72,-73.96
504384,20458,1,0.1,14856.59,790.19
504385,20930,1,0.1,13459.75,1493.88
504385,20127,1,0,1318.85,123.81
504385,20441,2,0,10577.26,2729.14
504386,20918,1,0.15,24997.1,-1537.91
504386,20872,1,0.05,8102.01,1089.1
504386,20053,1,0,16005.03,3242.06
504387,20874,1,0.1,19839.56,345.9
504388,20680,1,0.1,29943.62,5077.83
504388,20297,1,0,35047.91,7834.2
504389,20675,1,0,20426.03,2781.34
504390,20516,1,0,15594.21,1957.88
504391,20543,1,0.1,23819.57,4189.55
504392,20917,1,0.1,22553.24,2918.6
504393,20531,2,0.15,28285.69,1086.05
504394,20611,1,0.1,6696.74,1282.76
504394,20308,1,0.05,8121.51,1079.06
504395,20002,2,0.05,53599.48,2665.56
504396,20404,1,0,35567.41,7297.27
504396,20740,1,0.05,27401.62,4484.62
504396,20001,1,0.05,19941.49,2873.08
504397,20002,1,0.05,26799.74,1332.78
504398,20593,1,0,2276.77,597.67
504399,20398,2,0.05,2002.64,91.08
504399,20444,1,0.1,35910.66,6890.59
504399,20332,1,0.3,16925.1,-1892.01
504400,20717,3,0,8850.75,1359.63
504401,20619,1,0.1,2841.16,437.88
504402,20811,2,0.1,15511.7,2391.5
504403,20169,2,0.15,34003.32,1246.78
504404,20884,1,0,35535.88,7543.79
504404,20237,2,0,77828.8,17880.24
504405,20997,1,0.1,2788.9,385.27
504405,20953,1,0.05,25367.58,1909.63
504406,20755,1,0.3,22461.36,-2940.7
504406,20309,1,0.1,10847.16,1118.48
504406,20944,2,0.3,37174.07,-8196.21
504407,20293,1,0.1,1184.36,166.98
504407,20031,1,0.1,26625.09,576.89
504408,20707,1,0.05,26065.69,1609.07
504409,20010,1,0.05,8934.21,385.02
504410,20274,1,0.15,23574.84,-1552.16
504411,20787,2,0.15,64917.56,7241.44
504411,20155,2,0.2,15285.14,-1831.32
504411,20280,1,0.05,1165.78,154.37
504412,20387,2,0,4314.18,741.84
504412,20187,2,0,59916.46,12222.26
504413,20056,1,0.1,10225.34,124.62
504414,20021,1,0.1,23842.76,3572.46
504415,20947,2,0.1,18271.06,921.16
504415,20940,2,0.05,31796.12,3810.88
504415,20832,2,0.1,25485.7,3077.28
504416,20260,3,0,59565.84,12097.92
504417,20815,1,0.1,22512.49,-164.08
504417,20885,2,0,29877.54,5370.56
504418,20655,1,0.05,22624.31,2595.79
504418,20364,3,0,1795.32,435.15
504419,20377,2,0.1,10488.19,1583.25
504420,20571,2,0.1,59618.27,9759.87
504420,20188,1,0,15614.97,2722.38
504420,20600,1,0.1,27329.31,405.81
504421,20359,1,0.1,4119.83,752.18
504422,20505,3,0.15,64707.88,6261.79
504423,20442,1,0.2,30180.9,1486.6
504424,20214,1,0.1,33140.81,4381.96
504424,20829,1,0.05,15361.16,3048.01
504425,20810,2,0.1,17537.42,-66.02
504425,20176,1,0.1,21742.75,2684.44
504425,20121,4,0.05,81630.92,13574.52
504426,20691,2,0.1,13816.57,2066.97
504427,20405,1,0.3,26402.34,-2168.45
504428,20889,2,0.3,45411.25,-4507.19
504429,20960,2,0.2,16458.99,-1766.25
504430,20877,1,0.05,22719.35,3145.98
504431,20892,1,0,13340.63,3188.73
504431,20928,1,0.15,29042.9,-132.58
504432,20119,2,0.05,4181.06,687.98
504433,20582,1,0,32577.61,8600.11
504434,20774,1,0,18468.3,3123.26
504434,20530,2,0.05,42052.6,7805.86
504435,20084,2,0,56399.62,5454.32
504435,20021,1,0.2,21193.57,923.27
504436,20373,2,0.1,52283.36,7937.02
504436,20418,1,0.2,8363.04,-43.01
504437,20232,1,0.2,27890.09,-1386.08
504437,20611,1,0.05,7068.78,1654.8
504438,20544,2,0,12324.62,2474.14
504438,20514,2,0,33878.58,3735.7
504439,20462,3,0.05,92122.4,16151.18
504440,20998,1,0.05,26332.85,2180.51
504441,20656,2,0.05,15603.67,948.85
504442,20293,2,0.1,2368.71,333.95
504442,20846,4,0.1,75940.24,659.16
504442,20387,2,0.15,3667.05,94.71
504443,20081,1,0.05,19077.29,942.23
504444,20494,1,0.15,27834.42,3447.69
504445,20929,2,0.15,8924.35,-274.71
504445,20265,2,0,55544.76,14273.32
504446,20412,1,0.15,32514.21,3689.78
504446,20167,1,0.05,20351.22,4860.17
504446,20560,1,0,27030.55,5880.96
504446,20542,1,0.1,31167.3,3022.65
504447,20759,1,0.1,31323.66,5435.02
504448,20231,1,0.3,258.57,-68.83
504449,20537,2,0.15,22649.37,376.07
504449,20326,1,0.05,32664.2,6594.36
504450,20060,1,0.05,27991.89,4720.77
504451,20131,2,0.1,31292.42,895.14
504451,20062,1,0.1,25767.26,5256.95
504452,20150,1,0.15,7636.18,979.05
504452,20948,1,0.05,2876.45,257.9
504453,20761,1,0.2,1129.69,20.07
504454,20243,2,0.1,61805.34,7864.96
504454,20599,1,0.05,6100.35,530.8
504455,20250,1,0.05,31373.33,2234.44
504456,20726,1,0,19308.37,4154.13
504456,20334,2,0.05,31820.69,4237.25
504457,20548,3,0.2,32501.16,584.07
504457,20408,1,0.1,13237.75,2339.61
504458,20723,2,0.05,14255.34,1346.78
504458,20757,4,0,5707.36,1472.56
504458,20401,1,0.05,4833.54,363.7
504458,20094,1,0.05,32165,6312.53
504459,20759,1,0.1,31323.66,5435.02
504459,20676,1,0.15,9879,-388.65
504460,20665,3,0.2,6837.82,-717.5
504461,20738,1,0.1,7157.18,1022.6
504462,20453,2,0.1,49263.95,9553.35
504463,20181,1,0.15,946.45,-54.17
504463,20639,1,0,34010,9343.58
504464,20806,1,0.1,15546.63,2154.83
504464,20330,1,0.1,5931.04,-1.06
504464,20012,1,0.1,1350.53,16.1
504464,20977,1,0.15,3290.16,-218.41
504465,20879,1,0,18545.35,1824.69
504466,20557,1,0.1,22730.06,2813.58
504466,20300,1,0.05,1644.54,157.09
504467,20267,1,0.05,4583.74,577.5
504467,20070,1,0.05,14272.91,1006.88
504467,20294,2,0.2,7034.94,-676.64
504467,20056,1,0.15,9657.27,-443.45
504468,20677,1,0.15,12076.32,166.36
504468,20536,2,0,12550.88,2162.96
504469,20968,1,0.1,15159.36,1930.35
504469,20697,1,0.1,6147.24,518.93
504470,20715,1,0.15,5640.2,805.96
504470,20037,2,0.05,41177.35,8674.91
504470,20821,2,0,4370.2,852.72
504471,20484,3,0.05,23850.88,4171.63
504472,20249,1,0.2,23706.47,1644.82
504473,20151,1,0.05,28027.33,5279.76
504474,20800,1,0.1,32300.42,6659.31
504474,20216,1,0.05,25022.14,5806.67
504474,20177,3,0,76712.79,11510.49
504475,20889,1,0.05,30814.78,5855.56
504475,20213,1,0.1,25117.24,3788.26
504476,20381,3,0.15,4712.83,609.79
504477,20742,2,0.1,42550.56,6893.3
504477,20430,3,0.15,89730.42,735.81
504478,20678,1,0.05,31159.97,5245.95
504479,20639,1,0.05,32309.5,7643.08
504480,20811,2,0.1,15511.7,2391.5
504480,20666,4,0.15,10779.7,287.78
504481,20652,2,0.15,43782.62,6490.58
504482,20869,2,0.15,28904.78,842.08
504483,20511,2,0,1557.24,331.92
504483,20711,1,0.05,9294.57,1653.02
504484,20200,2,0,29427.24,4681.36
504484,20261,1,0,15807.56,4219.61
504484,20859,2,0.1,66483.72,9818.78
504484,20243,1,0,34336.3,7366.11
504485,20104,2,0.1,33093.97,1655.83
504486,20616,2,0.1,50127.07,-211.77
504487,20404,1,0.1,32010.67,3740.53
504487,20064,2,0.05,38143.51,4217.83
504487,20825,1,0.15,2133.1,40.64
504487,20475,3,0,47343.84,9337.11
504488,20978,1,0,20409.09,2607.09
504489,20306,1,0.1,14372.02,2807.37
504489,20038,3,0.05,16293.65,1925.78
504490,20139,1,0.05,31030.43,6241.96
504490,20468,2,0.15,3465.79,-213.87
504491,20204,3,0,88298.61,9298.89
504492,20846,2,0.1,37970.12,329.58
504492,20666,1,0.15,2694.92,71.94
504493,20610,1,0.05,9002.38,1932.32
504494,20366,3,0.2,40018.32,-4558.29
504494,20810,3,0,29229.03,2823.87
504494,20659,3,0,29878.32,5972.49
504495,20892,1,0.05,12673.6,2521.7
504496,20570,2,0.1,47604.6,638.36
504496,20951,1,0.05,22691.83,5254.54
504497,20685,1,0.1,28069.17,4458.65
504498,20089,1,0.05,32256.23,6879.75
504498,20196,1,0.15,12693.07,1191.45
504499,20261,2,0.05,30034.36,6858.46
504500,20615,3,0.1,5588.57,838.49
504500,20421,1,0,16050.78,1739.77
504500,20246,2,0.3,33223.15,-5543.69
504500,20217,2,0.05,13481.83,1543.37
504501,20940,3,0,50204.4,8226.54
504501,20717,1,0.15,2507.71,10.67
504502,20124,1,0.1,29411.45,979.89
504503,20367,1,0.1,15479.56,2762.53
504504,20842,1,0.3,14390.19,-442.61
504504,20885,1,0,14938.77,2685.28
504505,20473,2,0.1,14379.35,503.09
504506,20931,4,0.05,101986.76,21921.04
504506,20006,3,0.3,1527.16,-51.53
504507,20770,2,0.15,58434.2,6501.88
504508,20727,1,0.15,21105.22,89.07
504508,20006,1,0,727.22,200.99
504509,20490,3,0.15,88392.33,5756.97
504509,20288,2,0,61757.08,7047.46
504509,20903,1,0.05,10709.22,2652.04
504510,20596,1,0.2,4240.22,261.73
504511,20871,1,0.05,10051.22,1657.25
504512,20070,1,0.05,14272.91,1006.88
504513,20821,1,0.05,2075.84,317.1
504514,20354,1,0.1,27937.08,1955.79
504514,20408,3,0,44125.83,11431.41
504514,20647,2,0,45529.5,9228.42
504515,20494,4,0,130985.52,33438.6
504516,20590,1,0,11469.3,2913.24
504517,20153,1,0,11669.52,1704.66
504518,20773,1,0,12195.45,2884.24
504519,20511,1,0,778.62,165.96
504520,20491,1,0,36534.37,8125.82
504520,20847,2,0.05,2413.59,292.57
504521,20945,1,0.15,22660.75,2167.62
504522,20937,3,0.15,55881.9,8465.22
504523,20985,1,0,31501.36,6369.57
504523,20575,1,0,34319.84,5585.16
504523,20145,1,0,14982.79,2121.9
504524,20451,2,0.05,37256.66,3001.08
504524,20862,1,0,35253.88,9290.07
504525,20532,1,0,31475.51,5325.51
504525,20760,2,0.1,42750.5,2947.68
504526,20234,1,0.1,9217.19,1322.7
504526,20242,1,0.05,12346.17,1159.08
504526,20257,1,0.2,13163.19,883.7
504527,20290,2,0.1,2230.54,202.48
504527,20948,1,0.05,2876.45,257.9
504528,20353,4,0.15,14900.36,2197.32
504528,20089,1,0.05,32256.23,6879.75
504529,20875,2,0,43470.98,9672.56
